Study ID,Study Name,Study Contact,Line ID,Line Name,Control,Strain,Carbon Source,Carbon Labeling,Line Experimenter,Line Contact,Media,Protocol ID,Protocol Name,Assay ID,Assay Name,Measurement Type,Compartment,Measurement Updated,X Units,Y Units,0.0,27.0
47082,Ajinomoto Cycle 1,,47187,b3-24-3,F,JBEI-17832,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47547,b3-24-3,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:11.652552+00:00,hours,g/L,,0.06666
47082,Ajinomoto Cycle 1,,47134,b2-32-1,F,JBEI-17826,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47494,b2-32-1,Hexadecanoate (n-C16:0),EC,2017-08-31 23:04:06.123558+00:00,hours,g/L,,0.18256
47082,Ajinomoto Cycle 1,,47185,b3-24-1,F,JBEI-17832,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47545,b3-24-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:11.462345+00:00,hours,g/L,,0.06731
47082,Ajinomoto Cycle 1,,47148,b2-36-3,F,JBEI-17812,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47508,b2-36-3,Hexadecanoate (n-C16:0),EC,2017-08-31 23:04:07.800993+00:00,hours,g/L,,0.0271
47082,Ajinomoto Cycle 1,,47184,b3-23-3,F,JBEI-17824,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47544,b3-23-3,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:11.367752+00:00,hours,g/L,,0.07215
47082,Ajinomoto Cycle 1,,47107,b2-11-1,F,JBEI-17785,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47467,b2-11-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:03.415080+00:00,hours,g/L,,0.68117
47082,Ajinomoto Cycle 1,,47181,b3-21-3,F,JBEI-17827,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47541,b3-21-3,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:11.068817+00:00,hours,g/L,,0.06888
47082,Ajinomoto Cycle 1,,47104,b1-9017-2,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47466,b1-9017-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:03.306974+00:00,hours,g/L,,0.37057
47082,Ajinomoto Cycle 1,,47176,b3-18-1,F,JBEI-17804,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47536,b3-18-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:10.562667+00:00,hours,g/L,,0.2091
47082,Ajinomoto Cycle 1,,47094,b1-11-2,F,JBEI-17785,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47454,b1-11-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:02.257560+00:00,hours,g/L,,0.08511
47082,Ajinomoto Cycle 1,,47195,b3-08-2,F,JBEI-17791,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47555,b3-08-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:12.468825+00:00,hours,g/L,,0.12125
47082,Ajinomoto Cycle 1,,47085,b1-02-1,F,JBEI-17789,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47445,b1-02-1,Hexadecanoate (n-C16:0),EC,2017-08-31 23:04:01.138616+00:00,hours,g/L,,0.03229
47082,Ajinomoto Cycle 1,,47149,b2-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47512,b2-9017-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:08.165744+00:00,hours,g/L,,0.34899
47082,Ajinomoto Cycle 1,,47087,b1-04-1,F,JBEI-17790,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47447,b1-04-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:01.428539+00:00,hours,g/L,,0.06906
47082,Ajinomoto Cycle 1,,47148,b2-36-3,F,JBEI-17812,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47508,b2-36-3,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:07.771206+00:00,hours,g/L,,0.00525
47082,Ajinomoto Cycle 1,,47095,b1-12-1,F,JBEI-17786,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47455,b1-12-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:02.349530+00:00,hours,g/L,,0.05344
47082,Ajinomoto Cycle 1,,47148,b2-36-3,F,JBEI-17812,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47508,b2-36-3,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:07.835598+00:00,hours,g/L,,0.06142
47082,Ajinomoto Cycle 1,,47099,b1-16-1,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47459,b1-16-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:02.794167+00:00,hours,g/L,,0.21613
47082,Ajinomoto Cycle 1,,47176,b3-18-1,F,JBEI-17804,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47536,b3-18-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:10.612479+00:00,hours,g/L,,0.51648
47082,Ajinomoto Cycle 1,,47100,b1-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47460,b1-16-2,Hexadecanoate (n-C16:0),EC,2017-08-31 23:04:02.865089+00:00,hours,g/L,,0.05339
47082,Ajinomoto Cycle 1,,47195,b3-08-2,F,JBEI-17791,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47555,b3-08-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:12.529918+00:00,hours,g/L,,0.15394
47082,Ajinomoto Cycle 1,,47089,b1-08-1,F,JBEI-17791,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47449,b1-08-1,Hexadecanoate (n-C16:0),EC,2017-08-31 23:04:01.598286+00:00,hours,g/L,,0.02035
47082,Ajinomoto Cycle 1,,47147,b2-36-2,F,JBEI-17812,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47507,b2-36-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:07.635310+00:00,hours,g/L,,0.00465
47082,Ajinomoto Cycle 1,,47094,b1-11-2,F,JBEI-17785,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47454,b1-11-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:02.209229+00:00,hours,g/L,,0.06059
47082,Ajinomoto Cycle 1,,47147,b2-36-2,F,JBEI-17812,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47507,b2-36-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:07.706230+00:00,hours,g/L,,0.06118
47082,Ajinomoto Cycle 1,,47086,b1-02-2,F,JBEI-17789,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47446,b1-02-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:01.220224+00:00,hours,g/L,,0.04364
47082,Ajinomoto Cycle 1,,47175,b3-16-3,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47535,b3-16-3,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:10.463937+00:00,hours,g/L,,0.08988
47082,Ajinomoto Cycle 1,,47087,b1-04-1,F,JBEI-17790,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47447,b1-04-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:01.380416+00:00,hours,g/L,,0.03705
47082,Ajinomoto Cycle 1,,47194,b3-08-1,F,JBEI-17791,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47554,b3-08-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:12.347817+00:00,hours,g/L,,0.12056
47082,Ajinomoto Cycle 1,,47096,b1-12-2,F,JBEI-17786,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47456,b1-12-2,Hexadecanoate (n-C16:0),EC,2017-08-31 23:04:02.420488+00:00,hours,g/L,,0.01761
47082,Ajinomoto Cycle 1,,47146,b2-36-1,F,JBEI-17812,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47506,b2-36-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:07.503564+00:00,hours,g/L,,0.00491
47082,Ajinomoto Cycle 1,,47098,b1-15-2,F,JBEI-17787,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47458,b-1-15-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:02.648047+00:00,hours,g/L,,0.03347
47082,Ajinomoto Cycle 1,,47146,b2-36-1,F,JBEI-17812,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47506,b2-36-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:07.579267+00:00,hours,g/L,,0.06164
47082,Ajinomoto Cycle 1,,47158,b3-05-1,F,JBEI-17802,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47518,b3-05-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:08.695534+00:00,hours,g/L,,0.09785
47082,Ajinomoto Cycle 1,,47194,b3-08-1,F,JBEI-17791,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47554,b3-08-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:12.407971+00:00,hours,g/L,,0.15289
47082,Ajinomoto Cycle 1,,47093,b1-11-1,F,JBEI-17785,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47453,b1-11-1,Hexadecanoate (n-C16:0),EC,2017-08-31 23:04:02.125613+00:00,hours,g/L,,0.03478
47082,Ajinomoto Cycle 1,,47145,b2-35-3,F,JBEI-17829,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47505,b2-35-3,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:07.403236+00:00,hours,g/L,,0.00322
47082,Ajinomoto Cycle 1,,47090,b1-08-2,F,JBEI-17791,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47450,b1-08-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:01.671624+00:00,hours,g/L,,0.06743
47082,Ajinomoto Cycle 1,,47166,b3-07-3,F,JBEI-17799,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47526,b3-07-3,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:09.537549+00:00,hours,g/L,,0.1147
47082,Ajinomoto Cycle 1,,47159,b3-05-2,F,JBEI-17802,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47519,b3-05-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:08.820705+00:00,hours,g/L,,0.09964
47082,Ajinomoto Cycle 1,,47145,b2-35-3,F,JBEI-17829,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47505,b2-35-3,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:07.436086+00:00,hours,g/L,,0.06096
47082,Ajinomoto Cycle 1,,47092,b1-09-2,F,JBEI-17792,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47452,b1-09-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:01.945071+00:00,hours,g/L,,0.05477
47082,Ajinomoto Cycle 1,,47144,b2-35-2,F,JBEI-17829,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47504,b2-35-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:07.307268+00:00,hours,g/L,,0.00415
47082,Ajinomoto Cycle 1,,47102,b1-22-2,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47462,b1-22-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:03.077861+00:00,hours,g/L,,0.05189
47082,Ajinomoto Cycle 1,,47184,b3-23-3,F,JBEI-17824,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47544,b3-23-3,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:11.415393+00:00,hours,g/L,,0.14134
47082,Ajinomoto Cycle 1,,47118,b2-26-3,F,JBEI-17805,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47478,b2-26-3,Hexadecanoate (n-C16:0),EC,2017-08-31 23:04:04.690004+00:00,hours,g/L,,0.02712
47082,Ajinomoto Cycle 1,,47181,b3-21-3,F,JBEI-17827,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47541,b3-21-3,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:11.118904+00:00,hours,g/L,,0.14148
47082,Ajinomoto Cycle 1,,47159,b3-05-2,F,JBEI-17802,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47519,b3-05-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:08.881443+00:00,hours,g/L,,0.14834
47082,Ajinomoto Cycle 1,,47175,b3-16-3,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47535,b3-16-3,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:10.513081+00:00,hours,g/L,,0.33791
47082,Ajinomoto Cycle 1,,47095,b1-12-1,F,JBEI-17786,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47455,b1-12-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:02.302244+00:00,hours,g/L,,0.01551
47082,Ajinomoto Cycle 1,,47166,b3-07-3,F,JBEI-17799,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47526,b3-07-3,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:09.598298+00:00,hours,g/L,,0.1501
47082,Ajinomoto Cycle 1,,47200,b3-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47560,b3-9017-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:13.016107+00:00,hours,g/L,,0.41943
47082,Ajinomoto Cycle 1,,47143,b2-35-1,F,JBEI-17829,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47503,b2-35-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:07.189144+00:00,hours,g/L,,0.00426
47082,Ajinomoto Cycle 1,,47159,b3-05-2,F,JBEI-17802,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47519,b3-05-2,Hexadecanoate (n-C16:0),EC,2017-08-31 23:04:08.851137+00:00,hours,g/L,,0.11686
47082,Ajinomoto Cycle 1,,47143,b2-35-1,F,JBEI-17829,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47503,b2-35-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:07.247233+00:00,hours,g/L,,0.06127
47082,Ajinomoto Cycle 1,,47083,b1-01-1,F,JBEI-17784,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47443,b1-01-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:00.861237+00:00,hours,g/L,,0.07051
47082,Ajinomoto Cycle 1,,47165,b3-07-2,F,JBEI-17799,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47525,b3-07-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:09.424526+00:00,hours,g/L,,0.11471
47082,Ajinomoto Cycle 1,,47160,b3-05-3,F,JBEI-17802,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47520,b3-05-3,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:08.941825+00:00,hours,g/L,,0.10438
47082,Ajinomoto Cycle 1,,47142,b2-34-3,F,JBEI-17831,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47502,b2-34-3,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:07.067332+00:00,hours,g/L,,0.00804
47082,Ajinomoto Cycle 1,,47196,b3-08-3,F,JBEI-17791,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47556,b3-08-3,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:12.560353+00:00,hours,g/L,,0.59677
47082,Ajinomoto Cycle 1,,47142,b2-34-3,F,JBEI-17831,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47502,b2-34-3,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:07.123044+00:00,hours,g/L,,0.08625
47082,Ajinomoto Cycle 1,,47200,b3-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47560,b3-9017-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:12.967175+00:00,hours,g/L,,0.304
47082,Ajinomoto Cycle 1,,47165,b3-07-2,F,JBEI-17799,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47525,b3-07-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:09.480496+00:00,hours,g/L,,0.15002
47082,Ajinomoto Cycle 1,,47088,b1-04-2,F,JBEI-17790,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47448,b1-04-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:01.476873+00:00,hours,g/L,,0.04123
47082,Ajinomoto Cycle 1,,47141,b2-34-2,F,JBEI-17831,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47501,b2-34-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:06.942634+00:00,hours,g/L,,0.00773
47082,Ajinomoto Cycle 1,,47083,b1-01-1,F,JBEI-17784,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47443,b1-01-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:00.790697+00:00,hours,g/L,,0.05971
47082,Ajinomoto Cycle 1,,47141,b2-34-2,F,JBEI-17831,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47501,b2-34-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:07.005151+00:00,hours,g/L,,0.0847
47082,Ajinomoto Cycle 1,,47160,b3-05-3,F,JBEI-17802,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47520,b3-05-3,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:09.001044+00:00,hours,g/L,,0.15049
47082,Ajinomoto Cycle 1,,47174,b3-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47534,b3-16-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:10.368624+00:00,hours,g/L,,0.09614
47082,Ajinomoto Cycle 1,,47093,b1-11-1,F,JBEI-17785,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47453,b1-11-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:02.090425+00:00,hours,g/L,,0.05492
47082,Ajinomoto Cycle 1,,47164,b3-07-1,F,JBEI-17799,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47524,b3-07-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:09.314557+00:00,hours,g/L,,0.10876
47082,Ajinomoto Cycle 1,,47198,b3-rfp-02,F,,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47558,b3-rfp-02,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:12.855641+00:00,hours,g/L,,0.13991
47082,Ajinomoto Cycle 1,,47140,b2-34-1,F,JBEI-17831,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47500,b2-34-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:06.825173+00:00,hours,g/L,,0.00815
47082,Ajinomoto Cycle 1,,47132,b2-31-2,F,JBEI-17820,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47492,b2-31-2,Hexadecanoate (n-C16:0),EC,2017-08-31 23:04:05.867858+00:00,hours,g/L,,0.04613
47082,Ajinomoto Cycle 1,,47140,b2-34-1,F,JBEI-17831,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47500,b2-34-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:06.883225+00:00,hours,g/L,,0.08589
47082,Ajinomoto Cycle 1,,47123,b2-28-2,F,JBEI-17818,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47483,b2-28-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:05.059033+00:00,hours,g/L,,0.0294
47082,Ajinomoto Cycle 1,,47174,b3-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47534,b3-16-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:10.415924+00:00,hours,g/L,,0.33208
47082,Ajinomoto Cycle 1,,47112,b2-19-3,F,JBEI-17788,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47472,b2-19-3,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:03.986900+00:00,hours,g/L,,0.13323
47082,Ajinomoto Cycle 1,,47164,b3-07-1,F,JBEI-17799,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47524,b3-07-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:09.370875+00:00,hours,g/L,,0.14666
47082,Ajinomoto Cycle 1,,47191,b3-02-1,F,JBEI-17789,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47551,b3-02-1,Hexadecanoate (n-C16:0),EC,2017-08-31 23:04:12.060775+00:00,hours,g/L,,0.12134
47082,Ajinomoto Cycle 1,,47139,b2-33-3,F,JBEI-17823,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47499,b2-33-3,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:06.709343+00:00,hours,g/L,,0.10155
47082,Ajinomoto Cycle 1,,47097,b1-15-1,F,JBEI-17787,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47457,b-1-15-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:02.576125+00:00,hours,g/L,,0.10969
47082,Ajinomoto Cycle 1,,47139,b2-33-3,F,JBEI-17823,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47499,b2-33-3,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:06.763592+00:00,hours,g/L,,0.19971
47082,Ajinomoto Cycle 1,,47105,b1-rfp-1,F,,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47463,b1-rfp-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:03.126332+00:00,hours,g/L,,0.05074
47082,Ajinomoto Cycle 1,,47183,b3-23-2,F,JBEI-17824,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47543,b3-23-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:11.271049+00:00,hours,g/L,,0.07227
47082,Ajinomoto Cycle 1,,47186,b3-24-2,F,JBEI-17832,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47546,b3-24-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:11.510352+00:00,hours,g/L,,0.03913
47082,Ajinomoto Cycle 1,,47180,b3-21-2,F,JBEI-17827,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47540,b3-21-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:10.995031+00:00,hours,g/L,,0.06914
47082,Ajinomoto Cycle 1,,47178,b3-18-3,F,JBEI-17804,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47538,b3-18-3,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:10.737232+00:00,hours,g/L,,0.15298
47082,Ajinomoto Cycle 1,,47173,b3-16-1,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47533,b3-16-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:10.274528+00:00,hours,g/L,,0.10237
47082,Ajinomoto Cycle 1,,47200,b3-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47560,b3-9017-1,Hexadecanoate (n-C16:0),EC,2017-08-31 23:04:12.992109+00:00,hours,g/L,,0.65711
47082,Ajinomoto Cycle 1,,47163,b3-06-3,F,JBEI-17801,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47523,b3-06-3,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:09.230839+00:00,hours,g/L,,0.06728
47082,Ajinomoto Cycle 1,,47100,b1-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47460,b1-16-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:02.888960+00:00,hours,g/L,,0.12608
47082,Ajinomoto Cycle 1,,47138,b2-33-2,F,JBEI-17823,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47498,b2-33-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:06.589457+00:00,hours,g/L,,0.1034
47082,Ajinomoto Cycle 1,,47174,b3-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47534,b3-16-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:10.345944+00:00,hours,g/L,,0.02127
47082,Ajinomoto Cycle 1,,47138,b2-33-2,F,JBEI-17823,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47498,b2-33-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:06.652533+00:00,hours,g/L,,0.20296
47082,Ajinomoto Cycle 1,,47108,b2-11-2,F,JBEI-17785,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47468,b2-11-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:03.595897+00:00,hours,g/L,,0.05187
47082,Ajinomoto Cycle 1,,47163,b3-06-3,F,JBEI-17801,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47523,b3-06-3,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:09.260036+00:00,hours,g/L,,0.14
47082,Ajinomoto Cycle 1,,47111,b2-19-2,F,JBEI-17788,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47471,b2-19-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:03.891024+00:00,hours,g/L,,0.14858
47082,Ajinomoto Cycle 1,,47137,b2-33-1,F,JBEI-17823,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47497,b2-33-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:06.468303+00:00,hours,g/L,,0.10764
47082,Ajinomoto Cycle 1,,47170,b3-13-1,F,JBEI-17807,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47530,b3-13-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:09.953236+00:00,hours,g/L,,0.02808
47082,Ajinomoto Cycle 1,,47137,b2-33-1,F,JBEI-17823,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47497,b2-33-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:06.529189+00:00,hours,g/L,,0.20792
47082,Ajinomoto Cycle 1,,47106,b1-rfp-2,F,,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47464,b1-rfp-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:03.150911+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47162,b3-06-2,F,JBEI-17801,2% Glucose,100% unlabeled,,,M9-MOPS,1929,GC-MS,47522,b3-06-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:09.148300+00:00,hours,g/L,,0.06758
