Study ID,Study Name,Study Contact,Line ID,Line Name,Control,Strain,Carbon Source,Carbon Labeling,Line Experimenter,Line Contact,Media,Protocol ID,Protocol Name,Assay ID,Assay Name,Measurement Type,Compartment,Measurement Updated,X Units,Y Units,0.0,27.0
47082,Ajinomoto Cycle 1,,47195,b3-08-2,F,JBEI-17791,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47315,b3-08-2,D-Lactate,EC,2017-08-31 22:59:08.063355+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47104,b1-9017-2,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47344,b1-9017-2,D-Glucose,EC,2017-08-31 23:00:39.455670+00:00,hours,g/L,,9.77863
47082,Ajinomoto Cycle 1,,47135,b2-32-2,F,JBEI-17826,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47255,b2-32-2,D-Lactate,EC,2017-08-31 22:58:57.281364+00:00,hours,g/L,,0.27746
47082,Ajinomoto Cycle 1,,47104,b1-9017-2,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47344,b1-9017-2,Pyruvate,EC,2017-08-31 23:00:39.483421+00:00,hours,,,0.0
47082,Ajinomoto Cycle 1,,47094,b1-11-2,F,JBEI-17785,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47214,b1-11-2,D-Lactate,EC,2017-08-31 22:58:50.398311+00:00,hours,g/L,,0.14827
47082,Ajinomoto Cycle 1,,47104,b1-9017-2,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47344,b1-9017-2,Succinate,EC,2017-08-31 23:00:39.507565+00:00,hours,,,0.05355
47082,Ajinomoto Cycle 1,,47165,b3-07-2,F,JBEI-17799,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47405,b3-07-2,D-Lactate,EC,2017-08-31 23:00:49.499558+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47104,b1-9017-2,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47344,b1-9017-2,Formate,EC,2017-08-31 23:00:39.556876+00:00,hours,,,0.15146
47082,Ajinomoto Cycle 1,,47164,b3-07-1,F,JBEI-17799,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47404,b3-07-1,D-Lactate,EC,2017-08-31 23:00:49.346721+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47104,b1-9017-2,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47344,b1-9017-2,Acetate,EC,2017-08-31 23:00:39.581279+00:00,hours,,,0.84157
47082,Ajinomoto Cycle 1,,47091,b1-09-1,F,JBEI-17792,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47331,b1-09-1,D-Lactate,EC,2017-08-31 23:00:37.345260+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47104,b1-9017-2,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47224,b1-9017-2,D-Glucose,EC,2017-08-31 22:58:51.825280+00:00,hours,,,9.77863
47082,Ajinomoto Cycle 1,,47161,b3-06-1,F,JBEI-17801,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47401,b3-06-1,D-Lactate,EC,2017-08-31 23:00:48.906540+00:00,hours,g/L,,0.73241
47082,Ajinomoto Cycle 1,,47104,b1-9017-2,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47224,b1-9017-2,Pyruvate,EC,2017-08-31 22:58:51.853741+00:00,hours,,,0.0
47082,Ajinomoto Cycle 1,,47202,b3-9017-3,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47322,b3-9017-3,D-Lactate,EC,2017-08-31 22:59:09.081422+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47104,b1-9017-2,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47224,b1-9017-2,Succinate,EC,2017-08-31 22:58:51.881335+00:00,hours,g/L,,0.05355
47082,Ajinomoto Cycle 1,,47193,b3-02-3,F,JBEI-17789,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47433,b3-02-3,D-Lactate,EC,2017-08-31 23:00:54.229345+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47104,b1-9017-2,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47224,b1-9017-2,Formate,EC,2017-08-31 22:58:51.936479+00:00,hours,g/L,,0.15146
47082,Ajinomoto Cycle 1,,47192,b3-02-2,F,JBEI-17789,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47312,b3-02-2,D-Lactate,EC,2017-08-31 22:59:07.622997+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47104,b1-9017-2,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47224,b1-9017-2,Acetate,EC,2017-08-31 22:58:51.963459+00:00,hours,g/L,,0.84157
47082,Ajinomoto Cycle 1,,47189,b3-01-2,F,JBEI-17784,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47429,b3-01-2,D-Lactate,EC,2017-08-31 23:00:53.607435+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47149,b2-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47392,b2-9017-1,Pyruvate,EC,2017-08-31 23:00:47.548287+00:00,hours,,,0.0
47082,Ajinomoto Cycle 1,,47188,b3-01-1,F,JBEI-17784,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47308,b3-01-1,D-Lactate,EC,2017-08-31 22:59:07.043565+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47149,b2-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47392,b2-9017-1,Succinate,EC,2017-08-31 23:00:47.572971+00:00,hours,,,0.10081
47082,Ajinomoto Cycle 1,,47153,b2-rfp-2,F,,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47270,b2-rfp-2,D-Lactate,EC,2017-08-31 22:59:00.032087+00:00,hours,g/L,,0.26372
47082,Ajinomoto Cycle 1,,47103,b1-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47343,b1-9017-1,D-Glucose,EC,2017-08-31 23:00:39.313090+00:00,hours,g/L,,5.41131
47082,Ajinomoto Cycle 1,,47151,b2-9017-3,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47394,b2-9017-3,D-Lactate,EC,2017-08-31 23:00:47.890579+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47103,b1-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47343,b1-9017-1,Pyruvate,EC,2017-08-31 23:00:39.337088+00:00,hours,,,0.0
47082,Ajinomoto Cycle 1,,47197,b3-rfp-01,F,,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47437,b3-rfp-01,D-Lactate,EC,2017-08-31 23:00:54.819165+00:00,hours,g/L,,0.01535
47082,Ajinomoto Cycle 1,,47103,b1-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47343,b1-9017-1,Succinate,EC,2017-08-31 23:00:39.360893+00:00,hours,,,0.0704
47082,Ajinomoto Cycle 1,,47197,b3-rfp-01,F,,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47317,b3-rfp-01,D-Lactate,EC,2017-08-31 22:59:08.359895+00:00,hours,g/L,,0.01535
47082,Ajinomoto Cycle 1,,47103,b1-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47343,b1-9017-1,Formate,EC,2017-08-31 23:00:39.409042+00:00,hours,,,0.37081
47082,Ajinomoto Cycle 1,,47147,b2-36-2,F,JBEI-17812,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47267,b2-36-2,D-Lactate,EC,2017-08-31 22:58:59.473333+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47103,b1-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47343,b1-9017-1,Acetate,EC,2017-08-31 23:00:39.432973+00:00,hours,,,1.09875
47082,Ajinomoto Cycle 1,,47145,b2-35-3,F,JBEI-17829,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47265,b2-35-3,D-Lactate,EC,2017-08-31 22:58:59.098590+00:00,hours,g/L,,0.45091
47082,Ajinomoto Cycle 1,,47103,b1-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47223,b1-9017-1,D-Glucose,EC,2017-08-31 22:58:51.666376+00:00,hours,,,5.41131
47082,Ajinomoto Cycle 1,,47142,b2-34-3,F,JBEI-17831,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47382,b2-34-3,D-Lactate,EC,2017-08-31 23:00:46.015317+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47103,b1-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47223,b1-9017-1,Pyruvate,EC,2017-08-31 22:58:51.690940+00:00,hours,,,0.0
47082,Ajinomoto Cycle 1,,47083,b1-01-1,F,JBEI-17784,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47203,b1-01-1,D-Lactate,EC,2017-08-31 22:58:48.534623+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47103,b1-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47223,b1-9017-1,Succinate,EC,2017-08-31 22:58:51.715205+00:00,hours,g/L,,0.0704
47082,Ajinomoto Cycle 1,,47106,b1-rfp-2,F,,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47226,b1-rfp-2,D-Lactate,EC,2017-08-31 22:58:52.239975+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47103,b1-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47223,b1-9017-1,Formate,EC,2017-08-31 22:58:51.768457+00:00,hours,g/L,,0.37081
47082,Ajinomoto Cycle 1,,47138,b2-33-2,F,JBEI-17823,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47258,b2-33-2,D-Lactate,EC,2017-08-31 22:58:57.803416+00:00,hours,g/L,,0.19187
47082,Ajinomoto Cycle 1,,47103,b1-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47223,b1-9017-1,Acetate,EC,2017-08-31 22:58:51.796604+00:00,hours,g/L,,1.09875
47082,Ajinomoto Cycle 1,,47087,b1-04-1,F,JBEI-17790,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47207,b1-04-1,D-Lactate,EC,2017-08-31 22:58:49.379691+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47177,b3-18-2,F,JBEI-17804,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47297,b3-18-2,Formate,EC,2017-08-31 22:59:05.179732+00:00,hours,g/L,,0.44102
47082,Ajinomoto Cycle 1,,47133,b2-31-3,F,JBEI-17820,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47373,b2-31-3,D-Lactate,EC,2017-08-31 23:00:44.345803+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47196,b3-08-3,F,JBEI-17791,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47316,b3-08-3,D-Glucose,EC,2017-08-31 22:59:08.142870+00:00,hours,,,0.0
47082,Ajinomoto Cycle 1,,47090,b1-08-2,F,JBEI-17791,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47330,b1-08-2,D-Lactate,EC,2017-08-31 23:00:37.125495+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47102,b1-22-2,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47342,b1-22-2,D-Glucose,EC,2017-08-31 23:00:39.167632+00:00,hours,g/L,,5.77171
47082,Ajinomoto Cycle 1,,47130,b2-30-3,F,JBEI-17822,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47250,b2-30-3,D-Lactate,EC,2017-08-31 22:58:56.461385+00:00,hours,g/L,,0.09179
47082,Ajinomoto Cycle 1,,47102,b1-22-2,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47342,b1-22-2,Pyruvate,EC,2017-08-31 23:00:39.191354+00:00,hours,,,0.0
47082,Ajinomoto Cycle 1,,47094,b1-11-2,F,JBEI-17785,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47334,b1-11-2,D-Lactate,EC,2017-08-31 23:00:38.010000+00:00,hours,g/L,,0.14827
47082,Ajinomoto Cycle 1,,47102,b1-22-2,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47342,b1-22-2,Succinate,EC,2017-08-31 23:00:39.215779+00:00,hours,,,0.05726
47082,Ajinomoto Cycle 1,,47125,b2-29-1,F,JBEI-17816,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47365,b2-29-1,D-Lactate,EC,2017-08-31 23:00:43.100317+00:00,hours,g/L,,0.19915
47082,Ajinomoto Cycle 1,,47102,b1-22-2,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47342,b1-22-2,Formate,EC,2017-08-31 23:00:39.265059+00:00,hours,,,0.24904
47082,Ajinomoto Cycle 1,,47124,b2-28-3,F,JBEI-17818,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47244,b2-28-3,D-Lactate,EC,2017-08-31 22:58:55.572684+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47102,b1-22-2,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47342,b1-22-2,Acetate,EC,2017-08-31 23:00:39.288885+00:00,hours,,,1.33751
47082,Ajinomoto Cycle 1,,47122,b2-28-1,F,JBEI-17818,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47362,b2-28-1,D-Lactate,EC,2017-08-31 23:00:42.579095+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47102,b1-22-2,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47222,b1-22-2,D-Glucose,EC,2017-08-31 22:58:51.521855+00:00,hours,,,5.77171
47082,Ajinomoto Cycle 1,,47120,b2-27-2,F,JBEI-17809,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47240,b2-27-2,D-Lactate,EC,2017-08-31 22:58:54.980212+00:00,hours,g/L,,0.15399
47082,Ajinomoto Cycle 1,,47102,b1-22-2,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47222,b1-22-2,Pyruvate,EC,2017-08-31 22:58:51.545948+00:00,hours,,,0.0
47082,Ajinomoto Cycle 1,,47104,b1-9017-2,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47344,b1-9017-2,D-Lactate,EC,2017-08-31 23:00:39.532364+00:00,hours,g/L,,0.0267
47082,Ajinomoto Cycle 1,,47102,b1-22-2,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47222,b1-22-2,Succinate,EC,2017-08-31 22:58:51.570134+00:00,hours,g/L,,0.05726
47082,Ajinomoto Cycle 1,,47117,b2-26-2,F,JBEI-17805,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47357,b2-26-2,D-Lactate,EC,2017-08-31 23:00:41.752260+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47102,b1-22-2,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47222,b1-22-2,Formate,EC,2017-08-31 22:58:51.618291+00:00,hours,g/L,,0.24904
47082,Ajinomoto Cycle 1,,47116,b2-26-1,F,JBEI-17805,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47236,b2-26-1,D-Lactate,EC,2017-08-31 22:58:54.198742+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47102,b1-22-2,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47222,b1-22-2,Acetate,EC,2017-08-31 22:58:51.642500+00:00,hours,g/L,,1.33751
47082,Ajinomoto Cycle 1,,47113,b2-25-1,F,JBEI-17808,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47353,b2-25-1,D-Lactate,EC,2017-08-31 23:00:41.109881+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47149,b2-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47392,b2-9017-1,Formate,EC,2017-08-31 23:00:47.621737+00:00,hours,,,0.46684
47082,Ajinomoto Cycle 1,,47112,b2-19-3,F,JBEI-17788,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47232,b2-19-3,D-Lactate,EC,2017-08-31 22:58:53.520121+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47149,b2-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47392,b2-9017-1,Acetate,EC,2017-08-31 23:00:47.646322+00:00,hours,,,0.0
47082,Ajinomoto Cycle 1,,47110,b2-19-1,F,JBEI-17788,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47350,b2-19-1,D-Lactate,EC,2017-08-31 23:00:40.562018+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47101,b1-22-1,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47341,b1-22-1,D-Glucose,EC,2017-08-31 23:00:39.022060+00:00,hours,g/L,,4.98997
47082,Ajinomoto Cycle 1,,47109,b2-11-3,F,JBEI-17785,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47229,b2-11-3,D-Lactate,EC,2017-08-31 22:58:52.855546+00:00,hours,g/L,,0.12038
47082,Ajinomoto Cycle 1,,47101,b1-22-1,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47341,b1-22-1,Pyruvate,EC,2017-08-31 23:00:39.046118+00:00,hours,,,0.0
47082,Ajinomoto Cycle 1,,47189,b3-01-2,F,JBEI-17784,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47309,b3-01-2,D-Lactate,EC,2017-08-31 22:59:07.188837+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47101,b1-22-1,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47341,b1-22-1,Succinate,EC,2017-08-31 23:00:39.070515+00:00,hours,,,0.05676
47082,Ajinomoto Cycle 1,,47163,b3-06-3,F,JBEI-17801,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47403,b3-06-3,D-Lactate,EC,2017-08-31 23:00:49.197773+00:00,hours,g/L,,0.01451
47082,Ajinomoto Cycle 1,,47101,b1-22-1,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47341,b1-22-1,Formate,EC,2017-08-31 23:00:39.119708+00:00,hours,,,0.20961
47082,Ajinomoto Cycle 1,,47173,b3-16-1,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47413,b3-16-1,D-Lactate,EC,2017-08-31 23:00:50.759605+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47101,b1-22-1,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47341,b1-22-1,Acetate,EC,2017-08-31 23:00:39.143739+00:00,hours,,,1.15704
47082,Ajinomoto Cycle 1,,47184,b3-23-3,F,JBEI-17824,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47304,b3-23-3,D-Lactate,EC,2017-08-31 22:59:06.374754+00:00,hours,g/L,,0.18877
47082,Ajinomoto Cycle 1,,47101,b1-22-1,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47221,b1-22-1,D-Glucose,EC,2017-08-31 22:58:51.347867+00:00,hours,,,4.98997
47082,Ajinomoto Cycle 1,,47097,b1-15-1,F,JBEI-17787,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47337,b-1-15-1,D-Lactate,EC,2017-08-31 23:00:38.513318+00:00,hours,g/L,,0.11713
47082,Ajinomoto Cycle 1,,47101,b1-22-1,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47221,b1-22-1,Pyruvate,EC,2017-08-31 22:58:51.371815+00:00,hours,,,0.0
47082,Ajinomoto Cycle 1,,47101,b1-22-1,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47221,b1-22-1,D-Lactate,EC,2017-08-31 22:58:51.448048+00:00,hours,g/L,,0.07805
47082,Ajinomoto Cycle 1,,47101,b1-22-1,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47221,b1-22-1,Succinate,EC,2017-08-31 22:58:51.423942+00:00,hours,g/L,,0.05676
47082,Ajinomoto Cycle 1,,47100,b1-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47340,b1-16-2,D-Lactate,EC,2017-08-31 23:00:38.950937+00:00,hours,g/L,,0.02987
47082,Ajinomoto Cycle 1,,47101,b1-22-1,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47221,b1-22-1,Formate,EC,2017-08-31 22:58:51.472471+00:00,hours,g/L,,0.20961
47082,Ajinomoto Cycle 1,,47102,b1-22-2,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47342,b1-22-2,D-Lactate,EC,2017-08-31 23:00:39.241420+00:00,hours,g/L,,0.08275
47082,Ajinomoto Cycle 1,,47101,b1-22-1,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47221,b1-22-1,Acetate,EC,2017-08-31 22:58:51.497505+00:00,hours,g/L,,1.15704
47082,Ajinomoto Cycle 1,,47168,b3-10-2,F,JBEI-17798,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47288,b3-10-2,D-Lactate,EC,2017-08-31 22:59:03.139596+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47196,b3-08-3,F,JBEI-17791,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47316,b3-08-3,Pyruvate,EC,2017-08-31 22:59:08.167085+00:00,hours,,,0.0
47082,Ajinomoto Cycle 1,,47176,b3-18-1,F,JBEI-17804,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47296,b3-18-1,D-Lactate,EC,2017-08-31 22:59:04.954688+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47149,b2-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47272,b2-9017-1,D-Glucose,EC,2017-08-31 22:59:00.308170+00:00,hours,,,0.0
47082,Ajinomoto Cycle 1,,47193,b3-02-3,F,JBEI-17789,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47313,b3-02-3,D-Lactate,EC,2017-08-31 22:59:07.770501+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47100,b1-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47340,b1-16-2,D-Glucose,EC,2017-08-31 23:00:38.877006+00:00,hours,g/L,,2.5106
47082,Ajinomoto Cycle 1,,47109,b2-11-3,F,JBEI-17785,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47349,b2-11-3,D-Lactate,EC,2017-08-31 23:00:40.381355+00:00,hours,g/L,,0.12038
47082,Ajinomoto Cycle 1,,47100,b1-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47340,b1-16-2,Pyruvate,EC,2017-08-31 23:00:38.901859+00:00,hours,,,0.0
47082,Ajinomoto Cycle 1,,47112,b2-19-3,F,JBEI-17788,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47352,b2-19-3,D-Lactate,EC,2017-08-31 23:00:40.929300+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47100,b1-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47340,b1-16-2,Succinate,EC,2017-08-31 23:00:38.926246+00:00,hours,,,0.05662
47082,Ajinomoto Cycle 1,,47101,b1-22-1,F,JBEI-17810,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47341,b1-22-1,D-Lactate,EC,2017-08-31 23:00:39.095198+00:00,hours,g/L,,0.07805
47082,Ajinomoto Cycle 1,,47100,b1-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47340,b1-16-2,Formate,EC,2017-08-31 23:00:38.974425+00:00,hours,,,0.26225
47082,Ajinomoto Cycle 1,,47117,b2-26-2,F,JBEI-17805,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47237,b2-26-2,D-Lactate,EC,2017-08-31 22:58:54.419236+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47100,b1-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47340,b1-16-2,Acetate,EC,2017-08-31 23:00:38.998745+00:00,hours,,,3.78114
47082,Ajinomoto Cycle 1,,47119,b2-27-1,F,JBEI-17809,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47359,b2-27-1,D-Lactate,EC,2017-08-31 23:00:42.082647+00:00,hours,g/L,,0.13882
47082,Ajinomoto Cycle 1,,47100,b1-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47220,b1-16-2,D-Glucose,EC,2017-08-31 22:58:51.203764+00:00,hours,,,2.5106
47082,Ajinomoto Cycle 1,,47122,b2-28-1,F,JBEI-17818,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47242,b2-28-1,D-Lactate,EC,2017-08-31 22:58:55.276316+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,,47100,b1-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47220,b1-16-2,Pyruvate,EC,2017-08-31 22:58:51.226883+00:00,hours,,,0.0
47082,Ajinomoto Cycle 1,,47125,b2-29-1,F,JBEI-17816,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47245,b2-29-1,D-Lactate,EC,2017-08-31 22:58:55.717372+00:00,hours,g/L,,0.19915
47082,Ajinomoto Cycle 1,,47100,b1-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47220,b1-16-2,Succinate,EC,2017-08-31 22:58:51.249933+00:00,hours,g/L,,0.05662
47082,Ajinomoto Cycle 1,,47126,b2-29-2,F,JBEI-17816,2% Glucose,100% unlabeled,,,M9-MOPS,1930,HPLC,47366,b2-29-2,D-Lactate,EC,2017-08-31 23:00:43.297263+00:00,hours,g/L,,0.11925
